800 1000
46 768 224 
46 768 224 
46 768 256 
46 768 288 
46 768 320 
46 736 320 
46 704 320 
46 672 320 
46 640 320 
46 608 320 
46 576 320 
46 544 320 
46 512 320 
46 480 320 
46 448 288 
46 448 320 
46 416 320 
46 384 320 
46 352 320 
46 352 288 
46 352 256 
46 352 224 
46 352 192 
46 352 128 
46 352 160 
46 352 96 
46 352 64 
46 352 0 
46 352 32 
46 416 0 
46 416 32 
46 416 64 
46 416 224 
46 448 224 
46 448 192 
46 448 160 
46 448 128 
46 448 96 
46 448 64 
46 448 32 
46 448 0 
46 480 224 
46 512 224 
46 544 224 
46 576 224 
46 608 224 
46 640 224 
46 672 224 
46 704 224 
46 736 224 
46 736 256 
46 704 256 
46 672 256 
46 640 256 
46 608 256 
46 576 256 
46 544 256 
46 512 256 
46 480 256 
46 448 256 
46 480 288 
46 512 288 
46 544 288 
46 576 288 
46 608 288 
46 640 288 
46 672 288 
46 704 288 
46 736 288 
46 416 288 
46 416 256 
46 384 288 
46 384 256 
46 384 224 
46 384 192 
46 416 192 
46 416 160 
46 384 160 
46 384 128 
46 416 128 
46 416 96 
46 384 96 
46 384 64 
46 384 32 
46 384 0 
45 768 352 
45 736 352 
45 704 352 
45 672 352 
45 640 352 
45 608 352 
45 576 352 
45 544 352 
45 512 352 
45 480 352 
45 448 352 
45 416 352 
45 384 352 
45 352 352 
44 320 320 
44 320 288 
44 320 256 
44 320 224 
44 320 192 
44 320 160 
44 320 128 
44 320 96 
44 320 64 
44 320 32 
44 320 0 
42 768 192 
42 480 160 
42 480 128 
42 480 96 
42 480 64 
42 480 32 
42 480 0 
41 768 192 
43 768 160 
43 768 192 
43 736 192 
43 704 192 
43 672 192 
43 640 192 
43 608 192 
43 576 192 
43 544 192 
43 512 192 
41 0 0 
41 0 32 
41 0 64 
41 32 0 
41 32 32 
41 32 64 
41 64 0 
41 64 32 
41 64 64 
41 96 0 
41 96 32 
41 96 64 
41 128 0 
41 128 32 
41 128 64 
41 160 0 
41 160 32 
41 160 64 
41 192 0 
41 192 32 
41 192 64 
41 224 0 
41 224 32 
41 224 64 
41 256 0 
41 256 32 
41 256 64 
41 0 96 
41 0 128 
41 0 160 
41 32 96 
41 32 128 
41 32 160 
41 64 96 
41 64 128 
41 64 160 
41 96 96 
41 96 128 
41 96 160 
41 128 96 
41 128 128 
41 128 160 
41 160 96 
41 160 128 
41 160 160 
41 192 96 
41 192 128 
41 192 160 
41 224 96 
41 224 128 
41 224 160 
41 256 96 
41 256 128 
41 256 160 
41 0 192 
41 0 224 
41 0 256 
41 32 192 
41 32 224 
41 32 256 
41 64 192 
41 64 224 
41 64 256 
41 96 192 
41 96 224 
41 96 256 
41 128 192 
41 128 224 
41 128 256 
41 160 192 
41 160 224 
41 160 256 
41 192 192 
41 192 224 
41 192 256 
41 224 192 
41 224 224 
41 224 256 
41 256 192 
41 256 224 
41 256 256 
41 0 288 
41 0 320 
41 0 352 
41 32 288 
41 32 320 
41 32 352 
41 64 288 
41 64 320 
41 64 352 
41 0 384 
41 0 416 
41 0 448 
41 32 384 
41 32 416 
41 32 448 
41 64 384 
41 64 416 
41 64 448 
41 0 480 
41 0 512 
41 0 544 
41 32 480 
41 32 512 
41 32 544 
41 64 480 
41 64 512 
41 64 544 
41 0 576 
41 0 608 
41 0 640 
41 32 576 
41 32 608 
41 32 640 
41 64 576 
41 64 608 
41 64 640 
41 0 672 
41 0 704 
41 0 736 
41 32 672 
41 32 704 
41 32 736 
41 64 672 
41 64 704 
41 64 736 
41 0 768 
41 0 800 
41 0 832 
41 32 768 
41 32 800 
41 32 832 
41 64 768 
41 64 800 
41 64 832 
41 0 864 
41 0 896 
41 0 928 
41 32 864 
41 32 896 
41 32 928 
41 64 864 
41 64 896 
41 64 928 
41 0 960 
41 0 992 
41 0 1024 
41 32 960 
41 32 992 
41 32 1024 
41 64 960 
41 64 992 
41 64 1024 
41 96 928 
41 96 960 
41 96 992 
41 128 928 
41 128 960 
41 128 992 
41 160 928 
41 160 960 
41 160 992 
41 96 832 
41 96 864 
41 96 896 
41 128 832 
41 128 864 
41 128 896 
41 160 832 
41 160 864 
41 160 896 
41 96 736 
41 96 768 
41 96 800 
41 128 736 
41 128 768 
41 128 800 
41 160 736 
41 160 768 
41 160 800 
41 96 640 
41 96 672 
41 96 704 
41 128 640 
41 128 672 
41 128 704 
41 160 640 
41 160 672 
41 160 704 
41 96 544 
41 96 576 
41 96 608 
41 128 544 
41 128 576 
41 128 608 
41 160 544 
41 160 576 
41 160 608 
41 96 448 
41 96 480 
41 96 512 
41 128 448 
41 128 480 
41 128 512 
41 160 448 
41 160 480 
41 160 512 
41 96 352 
41 96 384 
41 96 416 
41 128 352 
41 128 384 
41 128 416 
41 160 352 
41 160 384 
41 160 416 
41 96 288 
41 96 320 
41 128 288 
41 128 320 
41 160 288 
41 160 320 
41 192 288 
41 192 320 
41 192 352 
41 224 288 
41 224 320 
41 224 352 
41 256 288 
41 256 320 
41 256 352 
41 192 384 
41 192 416 
41 192 448 
41 224 384 
41 224 416 
41 224 448 
41 256 384 
41 256 416 
41 256 448 
41 192 480 
41 192 512 
41 192 544 
41 224 480 
41 224 512 
41 224 544 
41 256 480 
41 256 512 
41 256 544 
41 192 576 
41 192 608 
41 192 640 
41 224 576 
41 224 608 
41 224 640 
41 256 576 
41 256 608 
41 256 640 
41 192 672 
41 192 704 
41 192 736 
41 224 672 
41 224 704 
41 224 736 
41 256 672 
41 256 704 
41 256 736 
41 192 768 
41 192 800 
41 192 832 
41 224 768 
41 224 800 
41 224 832 
41 256 768 
41 256 800 
41 256 832 
41 192 864 
41 192 896 
41 192 928 
41 224 864 
41 224 896 
41 224 928 
41 256 864 
41 256 896 
41 256 928 
41 192 960 
41 192 992 
41 224 960 
41 224 992 
41 256 960 
41 256 992 
41 288 384 
41 288 416 
41 288 448 
41 320 384 
41 320 416 
41 320 448 
41 352 384 
41 352 416 
41 352 448 
41 288 480 
41 288 512 
41 288 544 
41 320 480 
41 320 512 
41 320 544 
41 352 480 
41 352 512 
41 352 544 
41 288 576 
41 288 608 
41 288 640 
41 320 576 
41 320 608 
41 320 640 
41 352 576 
41 352 608 
41 352 640 
41 288 672 
41 288 704 
41 288 736 
41 320 672 
41 320 704 
41 320 736 
41 352 672 
41 352 704 
41 352 736 
41 288 768 
41 288 800 
41 288 832 
41 320 768 
41 320 800 
41 320 832 
41 352 768 
41 352 800 
41 352 832 
41 288 864 
41 288 896 
41 288 928 
41 320 864 
41 320 896 
41 320 928 
41 352 864 
41 352 896 
41 352 928 
41 288 960 
41 288 992 
41 320 960 
41 320 992 
41 352 960 
41 352 992 
41 384 384 
41 384 416 
41 384 448 
41 416 384 
41 416 416 
41 416 448 
41 448 384 
41 448 416 
41 448 448 
41 384 480 
41 384 512 
41 384 544 
41 416 480 
41 416 512 
41 416 544 
41 448 480 
41 448 512 
41 448 544 
41 384 576 
41 384 608 
41 384 640 
41 416 576 
41 416 608 
41 416 640 
41 448 576 
41 448 608 
41 448 640 
41 384 672 
41 384 704 
41 384 736 
41 416 672 
41 416 704 
41 416 736 
41 448 672 
41 448 704 
41 448 736 
41 384 768 
41 384 800 
41 384 832 
41 416 768 
41 416 800 
41 416 832 
41 448 768 
41 448 800 
41 448 832 
41 384 864 
41 384 896 
41 384 928 
41 416 864 
41 416 896 
41 416 928 
41 448 864 
41 448 896 
41 448 928 
41 384 960 
41 384 992 
41 416 960 
41 416 992 
41 448 960 
41 448 992 
41 480 384 
41 480 416 
41 480 448 
41 512 384 
41 512 416 
41 512 448 
41 544 384 
41 544 416 
41 544 448 
41 480 480 
41 480 512 
41 480 544 
41 512 480 
41 512 512 
41 512 544 
41 544 480 
41 544 512 
41 544 544 
41 480 576 
41 480 608 
41 480 640 
41 512 576 
41 512 608 
41 512 640 
41 544 576 
41 544 608 
41 544 640 
41 480 672 
41 480 704 
41 480 736 
41 512 672 
41 512 704 
41 512 736 
41 544 672 
41 544 704 
41 544 736 
41 480 768 
41 480 800 
41 480 832 
41 512 768 
41 512 800 
41 512 832 
41 544 768 
41 544 800 
41 544 832 
41 480 864 
41 480 896 
41 480 928 
41 512 864 
41 512 896 
41 512 928 
41 544 864 
41 544 896 
41 544 928 
41 480 960 
41 480 992 
41 512 960 
41 512 992 
41 544 960 
41 544 992 
41 576 384 
41 576 416 
41 576 448 
41 608 384 
41 608 416 
41 608 448 
41 640 384 
41 640 416 
41 640 448 
41 576 480 
41 576 512 
41 576 544 
41 608 480 
41 608 512 
41 608 544 
41 640 480 
41 640 512 
41 640 544 
41 576 576 
41 576 608 
41 576 640 
41 608 576 
41 608 608 
41 608 640 
41 640 576 
41 640 608 
41 640 640 
41 576 672 
41 576 704 
41 576 736 
41 608 672 
41 608 704 
41 608 736 
41 640 672 
41 640 704 
41 640 736 
41 576 768 
41 576 800 
41 576 832 
41 608 768 
41 608 800 
41 608 832 
41 640 768 
41 640 800 
41 640 832 
41 576 864 
41 576 896 
41 576 928 
41 608 864 
41 608 896 
41 608 928 
41 640 864 
41 640 896 
41 640 928 
41 576 960 
41 576 992 
41 608 960 
41 608 992 
41 640 960 
41 640 992 
41 672 384 
41 672 416 
41 672 448 
41 704 384 
41 704 416 
41 704 448 
41 736 384 
41 736 416 
41 736 448 
41 672 480 
41 672 512 
41 672 544 
41 704 480 
41 704 512 
41 704 544 
41 736 480 
41 736 512 
41 736 544 
41 672 576 
41 672 608 
41 672 640 
41 704 576 
41 704 608 
41 704 640 
41 736 576 
41 736 608 
41 736 640 
41 672 672 
41 672 704 
41 672 736 
41 704 672 
41 704 704 
41 704 736 
41 736 672 
41 736 704 
41 736 736 
41 672 768 
41 672 800 
41 672 832 
41 704 768 
41 704 800 
41 704 832 
41 736 768 
41 736 800 
41 736 832 
41 672 864 
41 672 896 
41 672 928 
