1000 800
0 0
99 192 128 
99 192 128 
99 224 128 
99 256 128 
99 288 128 
99 320 128 
99 160 128 
99 352 128 
99 384 128 
99 416 128 
99 448 128 
99 480 128 
99 512 128 
99 544 128 
99 576 128 
99 608 128 
99 640 128 
99 672 128 
99 704 128 
99 736 128 
99 768 128 
99 800 128 
99 832 128 
99 864 128 
99 896 128 
99 928 128 
99 960 128 
99 992 128 
98 992 608 
98 960 608 
98 928 608 
98 896 608 
98 864 608 
98 832 608 
98 832 608 
98 800 608 
98 768 608 
98 736 608 
98 704 608 
98 672 608 
98 640 608 
98 608 608 
98 576 608 
98 544 608 
98 512 608 
98 480 608 
98 448 608 
98 416 608 
98 384 608 
98 352 608 
98 320 608 
98 288 608 
98 256 608 
98 224 608 
98 192 608 
98 160 608 
96 128 160 
96 128 192 
96 128 224 
96 128 256 
96 128 288 
96 128 320 
96 128 352 
96 128 384 
96 128 416 
96 128 448 
96 128 480 
96 128 512 
96 128 544 
96 128 576 
96 128 608 
96 128 640 
96 128 672 
96 128 704 
96 128 736 
96 128 768 
95 384 608 
95 384 640 
95 384 672 
95 384 704 
95 384 736 
95 384 768 
97 160 608 
97 160 608 
97 160 640 
97 160 672 
97 192 608 
97 192 640 
97 192 672 
97 224 608 
97 224 640 
97 224 672 
97 256 608 
97 256 640 
97 256 672 
97 288 608 
97 288 640 
97 288 672 
97 320 608 
97 320 640 
97 320 672 
97 160 704 
97 160 736 
97 160 768 
97 192 704 
97 192 736 
97 192 768 
97 224 704 
97 224 736 
97 224 768 
97 256 704 
97 256 736 
97 256 768 
97 288 704 
97 288 736 
97 288 768 
97 320 704 
97 320 736 
97 320 768 
97 160 160 
97 160 192 
97 160 224 
97 192 160 
97 192 192 
97 192 224 
97 224 160 
97 224 192 
97 224 224 
97 256 160 
97 256 192 
97 256 224 
97 288 160 
97 288 192 
97 288 224 
97 320 160 
97 320 192 
97 320 224 
97 160 256 
97 160 288 
97 160 320 
97 192 256 
97 192 288 
97 192 320 
97 224 256 
97 224 288 
97 224 320 
97 256 256 
97 256 288 
97 256 320 
97 288 256 
97 288 288 
97 288 320 
97 320 256 
97 320 288 
97 320 320 
97 160 352 
97 160 384 
97 160 416 
97 192 352 
97 192 384 
97 192 416 
97 224 352 
97 224 384 
97 224 416 
97 256 352 
97 256 384 
97 256 416 
97 288 352 
97 288 384 
97 288 416 
97 320 352 
97 320 384 
97 320 416 
97 160 448 
97 160 480 
97 160 512 
97 192 448 
97 192 480 
97 192 512 
97 224 448 
97 224 480 
97 224 512 
97 256 448 
97 256 480 
97 256 512 
97 288 448 
97 288 480 
97 288 512 
97 320 448 
97 320 480 
97 320 512 
97 352 160 
97 352 192 
97 352 224 
97 384 160 
97 384 192 
97 384 224 
97 416 160 
97 416 192 
97 416 224 
97 352 256 
97 352 288 
97 352 320 
97 384 256 
97 384 288 
97 384 320 
97 416 256 
97 416 288 
97 416 320 
97 352 352 
97 352 384 
97 352 416 
97 384 352 
97 384 384 
97 384 416 
97 416 352 
97 416 384 
97 416 416 
97 352 448 
97 352 480 
97 352 512 
97 384 448 
97 384 480 
97 384 512 
97 416 448 
97 416 480 
97 416 512 
97 0 0 
97 0 32 
97 0 64 
97 32 0 
97 32 32 
97 32 64 
97 64 0 
97 64 32 
97 64 64 
97 0 96 
97 0 128 
97 0 160 
97 32 96 
97 32 128 
97 32 160 
97 64 96 
97 64 128 
97 64 160 
97 0 192 
97 0 224 
97 0 256 
97 32 192 
97 32 224 
97 32 256 
97 64 192 
97 64 224 
97 64 256 
97 0 288 
97 0 320 
97 0 352 
97 32 288 
97 32 320 
97 32 352 
97 64 288 
97 64 320 
97 64 352 
97 0 384 
97 0 416 
97 0 448 
97 32 384 
97 32 416 
97 32 448 
97 64 384 
97 64 416 
97 64 448 
97 0 480 
97 0 512 
97 0 544 
97 32 480 
97 32 512 
97 32 544 
97 64 480 
97 64 512 
97 64 544 
97 0 576 
97 0 608 
97 0 640 
97 32 576 
97 32 608 
97 32 640 
97 64 576 
97 64 608 
97 64 640 
97 0 672 
97 0 704 
97 0 736 
97 32 672 
97 32 704 
97 32 736 
97 64 672 
97 64 704 
97 64 736 
97 96 0 
97 96 32 
97 96 64 
97 128 0 
97 128 32 
97 128 64 
97 160 0 
97 160 32 
97 160 64 
97 192 0 
97 192 32 
97 192 64 
97 224 0 
97 224 32 
97 224 64 
97 256 0 
97 256 32 
97 256 64 
97 448 160 
97 448 192 
97 448 224 
97 480 160 
97 480 192 
97 480 224 
97 512 160 
97 512 192 
97 512 224 
97 544 160 
97 544 192 
97 544 224 
97 576 160 
97 576 192 
97 576 224 
97 608 160 
97 608 192 
97 608 224 
97 640 160 
97 640 192 
97 640 224 
97 672 160 
97 672 192 
97 672 224 
97 704 160 
97 704 192 
97 704 224 
97 448 256 
97 448 288 
97 448 320 
97 480 256 
97 480 288 
97 480 320 
97 512 256 
97 512 288 
97 512 320 
97 448 352 
97 448 384 
97 448 416 
97 480 352 
97 480 384 
97 480 416 
97 512 352 
97 512 384 
97 512 416 
97 448 448 
97 448 480 
97 448 512 
97 480 448 
97 480 480 
97 480 512 
97 512 448 
97 512 480 
97 512 512 
97 544 256 
97 544 288 
97 544 320 
97 576 256 
97 576 288 
97 576 320 
97 608 256 
97 608 288 
97 608 320 
97 544 352 
97 544 384 
97 544 416 
97 576 352 
97 576 384 
97 576 416 
97 608 352 
97 608 384 
97 608 416 
97 544 448 
97 544 480 
97 544 512 
97 576 448 
97 576 480 
97 576 512 
97 608 448 
97 608 480 
97 608 512 
97 640 256 
97 640 288 
97 640 320 
97 672 256 
97 672 288 
97 672 320 
97 704 256 
97 704 288 
97 704 320 
97 640 352 
97 640 384 
97 640 416 
97 672 352 
97 672 384 
97 672 416 
97 704 352 
97 704 384 
97 704 416 
97 640 448 
97 640 480 
97 640 512 
97 672 448 
97 672 480 
97 672 512 
97 704 448 
97 704 480 
97 704 512 
97 736 160 
97 736 192 
97 736 224 
97 768 160 
97 768 192 
97 768 224 
97 800 160 
97 800 192 
97 800 224 
97 736 256 
97 736 288 
97 736 320 
97 768 256 
97 768 288 
97 768 320 
97 800 256 
97 800 288 
97 800 320 
97 736 352 
97 736 384 
97 736 416 
97 768 352 
97 768 384 
97 768 416 
97 800 352 
97 800 384 
97 800 416 
97 736 448 
97 736 480 
97 736 512 
97 768 448 
97 768 480 
97 768 512 
97 800 448 
97 800 480 
97 800 512 
97 832 160 
97 832 192 
97 832 224 
97 864 160 
97 864 192 
97 864 224 
97 896 160 
97 896 192 
97 896 224 
97 832 256 
97 832 288 
97 832 320 
97 864 256 
97 864 288 
97 864 320 
97 896 256 
97 896 288 
97 896 320 
97 832 352 
97 832 384 
97 832 416 
97 864 352 
97 864 384 
97 864 416 
97 896 352 
97 896 384 
97 896 416 
97 832 448 
97 832 480 
97 832 512 
97 864 448 
97 864 480 
97 864 512 
97 896 448 
97 896 480 
97 896 512 
97 416 640 
97 416 672 
97 416 704 
97 448 640 
97 448 672 
97 448 704 
97 480 640 
97 480 672 
97 480 704 
97 512 640 
97 512 672 
97 512 704 
97 544 640 
97 544 672 
97 544 704 
97 576 640 
97 576 672 
97 576 704 
97 608 640 
97 608 672 
97 608 704 
97 640 640 
97 640 672 
97 640 704 
97 672 640 
97 672 672 
97 672 704 
97 704 640 
97 704 672 
97 704 704 
97 736 640 
97 736 672 
97 736 704 
97 768 640 
97 768 672 
97 768 704 
97 800 640 
97 800 672 
97 800 704 
97 832 640 
97 832 672 
97 832 704 
97 864 640 
97 864 672 
97 864 704 
97 896 640 
97 896 672 
97 896 704 
97 928 640 
97 928 672 
97 928 704 
97 960 640 
97 960 672 
97 960 704 
97 928 160 
97 928 192 
97 928 224 
97 960 160 
97 960 192 
97 960 224 
97 992 160 
97 992 192 
97 992 224 
97 928 288 
97 928 320 
97 928 352 
97 960 288 
97 960 320 
97 960 352 
97 992 288 
97 992 320 
97 992 352 
97 928 256 
97 960 256 
97 992 256 
97 928 384 
97 928 416 
97 928 448 
97 960 384 
97 960 416 
97 960 448 
97 992 384 
97 992 416 
97 992 448 
97 928 480 
97 928 512 
97 928 544 
97 960 480 
97 960 512 
97 960 544 
97 992 480 
97 992 512 
97 992 544 
97 416 736 
97 416 768 
97 448 736 
97 448 768 
97 480 736 
97 480 768 
97 512 736 
97 512 768 
97 544 736 
97 544 768 
97 576 736 
97 576 768 
97 608 736 
97 608 768 
97 640 736 
97 640 768 
97 672 736 
97 672 768 
97 704 736 
97 704 768 
97 736 736 
97 736 768 
97 768 736 
97 768 768 
97 800 736 
97 800 768 
97 832 736 
97 832 768 
97 864 736 
97 864 768 
97 896 736 
97 896 768 
97 928 736 
97 928 768 
97 960 736 
97 960 768 
97 960 0 
97 960 32 
97 992 0 
97 992 32 
97 960 64 
97 960 96 
97 992 64 
97 992 96 
97 896 0 
97 896 32 
97 928 0 
97 928 32 
97 896 64 
97 896 96 
97 928 64 
97 928 96 
97 832 0 
97 832 32 
97 864 0 
97 864 32 
97 832 64 
97 832 96 
97 864 64 
97 864 96 
97 768 0 
97 768 32 
97 800 0 
97 800 32 
97 768 64 
97 768 96 
97 800 64 
97 800 96 
97 704 0 
97 704 32 
97 736 0 
97 736 32 
97 704 64 
97 704 96 
97 736 64 
97 736 96 
97 640 0 
97 640 32 
97 672 0 
97 672 32 
97 640 64 
97 640 96 
97 672 64 
97 672 96 
97 576 0 
97 576 32 
97 608 0 
97 608 32 
97 576 64 
97 576 96 
97 608 64 
97 608 96 
97 512 0 
97 512 32 
97 544 0 
97 544 32 
97 512 64 
97 512 96 
97 544 64 
97 544 96 
97 448 0 
97 448 32 
97 480 0 
97 480 32 
97 448 64 
97 448 96 
97 480 64 
97 480 96 
97 352 0 
97 352 32 
97 384 0 
97 384 32 
97 384 32 
97 416 0 
97 416 32 
97 384 64 
97 384 96 
97 416 64 
97 416 96 
97 320 0 
97 320 32 
97 320 64 
97 320 96 
97 352 64 
97 352 96 
97 864 544 
97 864 576 
97 896 544 
97 896 576 
97 800 544 
97 800 576 
97 832 544 
97 832 576 
97 736 544 
97 736 576 
97 768 544 
97 768 576 
97 672 544 
97 672 576 
97 704 544 
97 704 576 
97 608 544 
97 608 576 
97 640 544 
97 640 576 
97 544 544 
97 544 576 
97 576 544 
97 576 576 
97 480 544 
97 480 576 
97 512 544 
97 512 576 
97 416 544 
97 416 576 
97 448 544 
97 448 576 
97 352 544 
97 352 576 
97 384 544 
97 384 576 
97 288 544 
97 288 576 
97 320 544 
97 320 576 
97 160 544 
97 160 576 
97 192 544 
97 192 576 
97 224 544 
97 224 576 
97 256 544 
97 256 576 
97 96 96 
97 96 128 
97 128 96 
97 128 128 
97 288 0 
97 288 32 
97 288 64 
97 288 96 
97 256 96 
97 224 96 
97 192 96 
97 160 96 
97 96 160 
97 96 192 
97 96 224 
97 96 256 
97 96 288 
97 96 320 
97 96 352 
97 96 384 
97 96 416 
97 96 448 
97 96 480 
97 96 512 
97 96 544 
97 96 576 
97 96 608 
97 96 640 
97 96 672 
97 96 704 
97 352 608 
97 96 768 
97 96 736 
97 64 768 
97 32 768 
97 0 768 
97 352 640 
97 352 672 
97 352 704 
97 352 736 
97 352 768 
97 960 576 
97 928 576 
97 992 576 
97 992 640 
97 992 672 
97 992 704 
97 992 736 
97 992 768 
92 416 640 
92 608 672 
92 544 704 
92 544 640 
92 480 640 
92 480 736 
92 768 640 
92 704 736 
92 672 608 
92 864 640 
92 864 736 
92 512 288 
92 352 224 
92 352 448 
92 224 224 
92 224 448 
92 224 640 
92 736 448 
92 736 256 
92 960 640 
92 960 736 
92 928 0 
92 800 0 
92 704 32 
92 576 32 
92 512 0 
92 672 0 
92 480 0 
92 448 32 
92 416 0 
92 320 32 
92 256 0 
92 160 0 
92 96 64 
92 64 0 
92 0 64 
92 0 256 
92 96 192 
92 0 160 
92 64 384 
92 32 384 
92 0 480 
92 64 608 
92 0 608 
92 64 704 
92 64 512 
92 64 512 
49 992 160 
beachForest_9.txt 70 160 1 15
49 160 768 
beachForest_10.txt 0 0 8 1
