1000 1000
0 0
99 96 64 
99 96 64 
99 128 64 
99 160 64 
99 192 64 
99 224 64 
99 256 64 
99 288 64 
99 320 64 
99 352 64 
99 384 64 
99 416 64 
99 448 64 
99 480 64 
99 512 64 
99 544 64 
99 576 64 
99 608 64 
99 640 64 
99 672 64 
99 704 64 
99 736 64 
99 768 64 
99 800 64 
99 832 64 
99 864 64 
99 896 64 
94 928 96 
95 928 96 
95 928 64 
95 928 128 
95 928 160 
95 928 192 
95 928 224 
95 928 256 
95 928 288 
95 928 320 
95 928 352 
95 928 384 
95 928 416 
95 928 448 
95 928 480 
95 928 512 
95 928 544 
95 928 576 
95 928 608 
95 928 640 
95 928 672 
95 928 704 
95 928 736 
95 928 768 
95 928 800 
95 928 832 
95 928 864 
95 928 896 
98 896 928 
98 864 928 
98 832 928 
98 800 928 
98 768 928 
98 736 928 
98 704 928 
98 672 928 
98 640 928 
98 608 928 
98 576 928 
98 544 928 
98 512 928 
98 480 928 
98 448 928 
98 256 928 
98 224 928 
98 192 928 
98 160 928 
98 128 928 
98 96 928 
96 64 896 
96 64 864 
96 64 832 
96 64 800 
96 64 768 
96 64 736 
96 64 704 
96 64 672 
96 64 640 
96 64 608 
96 64 576 
96 64 544 
96 64 512 
96 64 480 
96 64 448 
96 64 416 
96 64 384 
96 64 352 
96 64 320 
96 64 288 
96 64 256 
96 64 224 
96 64 192 
96 64 160 
96 64 128 
96 64 96 
97 64 64 
97 0 0 
97 0 32 
97 32 0 
97 32 32 
97 0 64 
97 0 96 
97 32 64 
97 32 96 
97 0 128 
97 0 160 
97 32 128 
97 32 160 
97 0 192 
97 0 224 
97 32 192 
97 32 224 
97 0 256 
97 0 288 
97 32 256 
97 32 288 
97 0 320 
97 0 352 
97 32 320 
97 32 352 
97 0 384 
97 0 416 
97 32 384 
97 32 416 
97 0 448 
97 0 480 
97 32 448 
97 32 480 
97 0 512 
97 32 512 
97 0 544 
97 0 576 
97 32 544 
97 32 576 
97 0 608 
97 0 640 
97 32 608 
97 32 640 
97 0 672 
97 0 704 
97 32 672 
97 32 704 
97 0 736 
97 0 768 
97 32 736 
97 32 768 
97 0 800 
97 0 832 
97 32 800 
97 32 832 
97 0 864 
97 0 896 
97 32 864 
97 32 896 
97 0 928 
97 0 960 
97 32 928 
97 32 960 
97 64 960 
97 64 992 
97 96 960 
97 96 992 
97 64 928 
97 64 928 
97 32 992 
97 0 992 
97 128 960 
97 128 992 
97 160 960 
97 160 992 
97 192 960 
97 192 992 
97 224 960 
97 224 992 
97 480 960 
97 480 992 
97 512 960 
