800 1000
0 0
96 192 992 
96 192 992 
96 192 960 
96 192 928 
96 192 896 
96 192 864 
96 192 832 
96 192 800 
96 192 768 
96 192 736 
96 192 704 
96 192 672 
96 192 640 
96 160 640 
96 160 672 
96 160 704 
96 160 736 
96 160 768 
96 160 800 
96 160 832 
96 160 864 
96 160 896 
96 160 928 
96 160 960 
96 160 992 
96 160 606 
96 160 608 
96 160 576 
96 160 544 
96 160 512 
96 160 480 
96 160 448 
96 160 416 
96 160 384 
96 160 352 
96 160 320 
96 160 288 
96 160 0 
96 160 32 
96 160 64 
96 160 96 
96 160 128 
96 160 160 
96 160 192 
96 160 224 
96 160 256 
95 608 0 
95 608 32 
95 608 64 
95 608 96 
95 608 128 
95 608 160 
95 608 192 
95 608 224 
95 608 256 
95 608 288 
95 608 320 
95 608 352 
95 608 384 
95 608 416 
95 608 448 
95 608 480 
95 608 512 
95 608 544 
95 608 576 
95 608 608 
95 608 640 
95 608 672 
95 608 704 
95 608 736 
95 608 768 
95 608 800 
95 608 832 
95 608 864 
95 608 896 
95 608 928 
95 608 960 
95 608 992 
97 192 640 
97 192 832 
97 192 864 
97 192 896 
97 192 928 
97 192 960 
97 192 992 
97 224 832 
97 224 864 
97 224 896 
97 224 928 
97 224 960 
97 224 992 
97 256 832 
97 256 864 
97 256 896 
97 256 928 
97 256 960 
97 256 992 
97 288 832 
97 288 864 
97 288 896 
97 288 928 
97 288 960 
97 288 992 
97 320 832 
97 320 864 
97 320 896 
97 320 928 
97 320 960 
97 320 992 
97 352 832 
97 352 864 
97 352 896 
97 352 928 
97 352 960 
97 352 992 
97 384 832 
97 384 864 
97 384 896 
97 384 928 
97 384 960 
97 384 992 
97 416 832 
97 416 864 
97 416 896 
97 416 928 
97 416 960 
97 416 992 
97 448 832 
97 448 864 
97 448 896 
97 448 928 
97 448 960 
97 448 992 
97 480 832 
97 480 864 
97 480 896 
97 480 928 
97 480 960 
97 480 992 
97 512 832 
97 512 864 
97 512 896 
97 512 928 
97 512 960 
97 512 992 
97 544 832 
97 544 864 
97 544 896 
97 544 928 
97 544 960 
97 544 992 
97 192 672 
97 192 704 
97 192 736 
97 192 768 
97 192 800 
97 224 672 
97 224 704 
97 224 736 
97 224 768 
97 224 800 
97 256 672 
97 256 704 
97 256 736 
97 256 768 
97 256 800 
97 288 672 
97 288 704 
97 288 736 
97 288 768 
97 288 800 
97 320 672 
97 320 704 
97 320 736 
97 320 768 
97 320 800 
97 352 672 
97 352 704 
97 352 736 
97 352 768 
97 352 800 
97 384 640 
97 384 672 
97 384 704 
97 384 736 
97 384 768 
97 384 800 
97 416 640 
97 416 672 
97 416 704 
97 416 736 
97 416 768 
97 416 800 
97 448 640 
97 448 672 
97 448 704 
97 448 736 
97 448 768 
97 448 800 
97 480 640 
97 480 672 
97 480 704 
97 480 736 
97 480 768 
97 480 800 
97 512 640 
97 512 672 
97 512 704 
97 512 736 
97 512 768 
97 512 800 
97 544 640 
97 544 672 
97 544 704 
97 544 736 
97 544 768 
97 544 800 
97 384 448 
97 384 480 
97 384 512 
97 384 544 
97 384 576 
97 384 608 
97 416 448 
97 416 480 
97 416 512 
97 416 544 
97 416 576 
97 416 608 
97 448 448 
97 448 480 
97 448 512 
97 448 544 
97 448 576 
97 448 608 
97 480 448 
97 480 480 
97 480 512 
97 480 544 
97 480 576 
97 480 608 
97 512 448 
97 512 480 
97 512 512 
97 512 544 
97 512 576 
97 512 608 
97 544 448 
97 544 480 
97 544 512 
97 544 544 
97 544 576 
97 544 608 
97 384 256 
97 384 288 
97 384 320 
97 384 352 
97 384 384 
97 384 416 
97 416 256 
