800 1000
0 0
99 0 160 
99 0 160 
99 32 160 
99 64 160 
99 96 160 
99 128 160 
99 160 160 
99 192 160 
99 224 160 
99 256 160 
99 288 160 
99 320 160 
99 352 160 
99 384 160 
99 416 160 
99 448 160 
99 480 160 
99 512 160 
99 544 160 
99 0 608 
98 0 608 
98 32 608 
98 64 608 
98 96 608 
98 128 608 
98 192 608 
98 160 608 
95 224 640 
95 576 192 
95 576 224 
95 576 256 
95 576 288 
95 576 320 
95 576 352 
95 576 384 
95 576 416 
95 576 448 
95 576 480 
95 576 512 
95 576 544 
95 576 576 
95 576 608 
95 576 640 
95 576 704 
95 576 672 
95 576 768 
95 576 736 
95 576 800 
96 224 640 
96 224 672 
96 224 704 
96 224 736 
96 224 768 
96 224 800 
96 224 832 
96 224 864 
96 224 896 
96 224 928 
98 256 960 
98 288 960 
98 320 960 
98 352 960 
98 224 960 
98 416 960 
98 448 960 
98 384 960 
98 480 960 
98 512 960 
98 544 960 
98 576 960 
98 608 960 
98 640 960 
98 672 960 
98 704 960 
98 736 960 
98 768 960 
99 608 800 
99 640 800 
99 672 800 
99 704 800 
99 736 800 
99 768 800 
99 576 800 
97 256 832 
97 256 864 
97 256 896 
97 256 928 
97 288 832 
97 288 864 
97 288 896 
97 288 928 
97 320 832 
97 320 864 
97 320 896 
97 320 928 
97 352 832 
97 352 864 
97 352 896 
97 352 928 
97 384 832 
97 384 864 
97 384 896 
97 384 928 
97 416 832 
97 416 864 
97 416 896 
97 416 928 
97 448 832 
97 448 864 
97 448 896 
97 448 928 
97 480 832 
97 480 864 
97 480 896 
97 480 928 
97 512 832 
97 512 864 
97 512 896 
97 512 928 
97 544 832 
97 544 864 
97 544 896 
97 544 928 
97 576 832 
97 576 864 
97 576 896 
97 576 928 
97 608 832 
97 608 864 
97 608 896 
97 608 928 
97 640 832 
97 640 864 
97 640 896 
97 640 928 
97 672 832 
97 672 864 
97 672 896 
97 672 928 
97 704 832 
97 704 864 
97 704 896 
97 704 928 
97 736 832 
97 736 864 
97 736 896 
97 736 928 
97 256 704 
97 256 736 
97 256 768 
97 256 800 
97 288 704 
97 288 736 
97 288 768 
97 288 800 
97 320 704 
97 320 736 
97 320 768 
97 320 800 
97 352 704 
97 352 736 
97 352 768 
97 352 800 
97 384 704 
97 384 736 
97 384 768 
97 384 800 
97 416 704 
97 416 736 
97 416 768 
97 416 800 
97 448 704 
97 448 736 
97 448 768 
97 448 800 
97 480 704 
97 480 736 
97 480 768 
97 480 800 
97 256 576 
97 256 608 
97 256 640 
97 256 672 
97 288 576 
97 288 608 
97 288 640 
97 288 672 
97 320 576 
97 320 608 
97 320 640 
97 320 672 
97 352 576 
97 352 608 
97 352 640 
97 352 672 
97 384 576 
97 384 608 
97 384 640 
97 384 672 
97 416 576 
97 416 608 
97 416 640 
97 416 672 
97 448 576 
97 448 608 
97 448 640 
97 448 672 
97 480 576 
97 480 608 
97 480 640 
97 480 672 
97 0 640 
97 0 672 
97 0 704 
97 0 736 
97 32 640 
97 32 672 
97 32 704 
97 32 736 
97 64 640 
97 64 672 
97 64 704 
97 64 736 
97 96 640 
97 96 672 
97 96 704 
97 96 736 
97 0 768 
97 0 800 
97 0 832 
97 0 864 
97 32 768 
97 32 800 
97 32 832 
97 32 864 
97 64 768 
97 64 800 
97 64 832 
97 64 864 
97 96 768 
97 96 800 
97 96 832 
97 96 864 
97 0 896 
97 0 928 
97 0 960 
97 0 992 
97 32 896 
97 32 928 
97 32 960 
97 32 992 
97 64 896 
97 64 928 
97 64 960 
97 64 992 
97 96 896 
97 96 928 
97 96 960 
97 96 992 
97 0 192 
97 0 224 
97 0 256 
97 0 288 
97 32 192 
97 32 224 
97 32 256 
97 32 288 
97 64 192 
97 64 224 
97 64 256 
97 64 288 
97 96 192 
97 96 224 
97 96 256 
97 96 288 
97 128 192 
97 128 224 
97 128 256 
97 128 288 
97 160 192 
97 160 224 
97 160 256 
97 160 288 
97 192 192 
97 192 224 
97 192 256 
97 192 288 
97 224 192 
97 224 224 
97 224 256 
97 224 288 
97 256 192 
97 256 224 
97 256 256 
97 256 288 
97 288 192 
97 288 224 
97 288 256 
97 288 288 
97 320 192 
97 320 224 
97 320 256 
97 320 288 
97 352 192 
97 352 224 
97 352 256 
97 352 288 
97 384 192 
97 384 224 
97 384 256 
97 384 288 
97 416 192 
97 416 224 
97 416 256 
97 416 288 
97 448 192 
97 448 224 
97 448 256 
97 448 288 
97 480 192 
97 480 224 
97 480 256 
97 480 288 
97 0 320 
97 0 352 
97 0 384 
97 0 416 
97 32 320 
97 32 352 
97 32 384 
97 32 416 
97 64 320 
97 64 352 
97 64 384 
97 64 416 
97 96 320 
97 96 352 
97 96 384 
97 96 416 
97 128 320 
97 128 352 
97 128 384 
97 128 416 
97 160 320 
97 160 352 
97 160 384 
97 160 416 
97 192 320 
97 192 352 
97 192 384 
97 192 416 
97 224 320 
97 224 352 
97 224 384 
97 224 416 
97 256 320 
97 256 352 
97 256 384 
97 256 416 
97 288 320 
97 288 352 
97 288 384 
97 288 416 
97 320 320 
97 320 352 
97 320 384 
97 320 416 
97 352 320 
97 352 352 
97 352 384 
97 352 416 
97 384 320 
97 384 352 
97 384 384 
97 384 416 
97 416 320 
97 416 352 
97 416 384 
97 416 416 
97 448 320 
97 448 352 
97 448 384 
97 448 416 
97 480 320 
97 480 352 
97 480 384 
97 480 416 
97 0 448 
97 0 480 
97 0 512 
97 0 544 
97 32 448 
97 32 480 
97 32 512 
97 32 544 
97 64 448 
97 64 480 
97 64 512 
97 64 544 
97 96 448 
97 96 480 
97 96 512 
97 96 544 
97 128 448 
97 128 480 
97 128 512 
97 128 544 
97 160 448 
97 160 480 
97 160 512 
97 160 544 
97 192 448 
97 192 480 
97 192 512 
97 192 544 
97 224 448 
97 224 480 
97 224 512 
97 224 544 
97 256 448 
97 256 480 
97 256 512 
97 256 544 
97 288 448 
97 288 480 
97 288 512 
97 288 544 
97 320 448 
97 320 480 
97 320 512 
97 320 544 
97 352 448 
97 352 480 
97 352 512 
97 352 544 
97 384 448 
97 384 480 
97 384 512 
97 384 544 
97 416 448 
97 416 480 
97 416 512 
97 416 544 
97 448 448 
97 448 480 
97 448 512 
97 448 544 
97 480 448 
97 480 480 
97 480 512 
97 480 544 
97 0 0 
97 0 32 
97 0 64 
97 0 96 
97 0 128 
97 32 0 
97 32 32 
97 32 64 
97 32 96 
97 32 128 
97 64 0 
97 64 32 
97 64 64 
97 64 96 
97 64 128 
97 96 0 
97 96 32 
97 96 64 
97 96 96 
97 96 128 
97 128 0 
97 128 32 
97 128 64 
97 128 96 
97 128 128 
97 160 0 
97 160 32 
97 160 64 
97 160 96 
97 160 128 
97 192 0 
97 192 32 
97 192 64 
97 192 96 
97 192 128 
97 224 0 
97 224 32 
97 224 64 
97 224 96 
97 224 128 
97 256 0 
