800 1000
0 0
96 192 990 
96 192 990 
96 192 958 
96 192 926 
96 192 894 
96 192 862 
96 192 830 
96 192 798 
96 192 766 
96 192 734 
96 192 702 
96 192 670 
96 192 638 
96 160 638 
96 160 670 
96 160 702 
96 160 734 
96 160 766 
96 160 798 
96 160 830 
96 160 862 
96 160 894 
96 160 926 
96 160 958 
96 160 990 
96 160 604 
96 160 606 
96 160 574 
96 160 542 
96 160 510 
96 160 478 
96 160 446 
96 160 414 
96 160 382 
96 160 350 
96 160 318 
96 160 286 
96 160 -2 
96 160 30 
96 160 62 
96 160 94 
96 160 126 
96 160 158 
96 160 190 
96 160 222 
96 160 254 
95 608 -2 
95 608 30 
95 608 62 
95 608 94 
95 608 126 
95 608 158 
95 608 190 
95 608 222 
95 608 254 
95 608 286 
95 608 318 
95 608 350 
95 608 382 
95 608 414 
95 608 446 
95 608 478 
95 608 510 
95 608 542 
95 608 574 
95 608 606 
95 608 638 
95 608 670 
95 608 702 
95 608 734 
95 608 766 
95 608 798 
95 608 830 
95 608 862 
95 608 894 
95 608 926 
95 608 958 
95 608 990 
97 192 638 
97 192 830 
97 192 862 
97 192 894 
97 192 926 
97 192 958 
97 192 990 
97 224 830 
97 224 862 
97 224 894 
97 224 926 
97 224 958 
97 224 990 
97 256 830 
97 256 862 
97 256 894 
97 256 926 
97 256 958 
97 256 990 
97 288 830 
97 288 862 
97 288 894 
97 288 926 
97 288 958 
97 288 990 
97 320 830 
97 320 862 
97 320 894 
97 320 926 
97 320 958 
97 320 990 
97 352 830 
97 352 862 
97 352 894 
97 352 926 
97 352 958 
97 352 990 
97 384 830 
97 384 862 
97 384 894 
97 384 926 
97 384 958 
97 384 990 
97 416 830 
97 416 862 
97 416 894 
97 416 926 
97 416 958 
97 416 990 
97 448 830 
97 448 862 
97 448 894 
97 448 926 
97 448 958 
97 448 990 
97 480 830 
97 480 862 
97 480 894 
97 480 926 
97 480 958 
97 480 990 
97 512 830 
97 512 862 
97 512 894 
97 512 926 
97 512 958 
97 512 990 
97 544 830 
97 544 862 
97 544 894 
97 544 926 
97 544 958 
97 544 990 
97 192 670 
97 192 702 
97 192 734 
97 192 766 
97 192 798 
97 224 670 
97 224 702 
97 224 734 
97 224 766 
97 224 798 
97 256 670 
97 256 702 
97 256 734 
97 256 766 
97 256 798 
97 288 670 
97 288 702 
97 288 734 
97 288 766 
97 288 798 
97 320 670 
97 320 702 
97 320 734 
97 320 766 
97 320 798 
97 352 670 
97 352 702 
97 352 734 
97 352 766 
97 352 798 
97 384 638 
97 384 670 
