800 1800
0 0
99 0 160 
99 0 160 
99 32 160 
99 64 160 
99 96 160 
99 128 160 
99 160 160 
99 192 160 
99 224 160 
99 256 160 
99 288 160 
99 320 160 
99 352 160 
99 384 160 
99 416 160 
99 448 160 
99 480 160 
99 512 160 
99 544 160 
99 576 160 
95 576 192 
95 576 224 
95 576 256 
95 576 160 
95 576 288 
95 576 320 
95 576 352 
95 576 384 
95 576 416 
95 576 448 
95 576 480 
95 576 512 
95 576 544 
95 576 576 
95 576 608 
95 576 640 
95 576 672 
95 576 704 
95 576 736 
95 576 768 
95 576 800 
95 576 832 
95 576 864 
95 576 896 
95 576 928 
95 576 960 
95 576 992 
95 576 1024 
95 576 1056 
95 576 1088 
95 576 1120 
95 576 1152 
95 576 1184 
95 576 1216 
95 576 1248 
95 576 1280 
95 576 1312 
95 576 1344 
95 576 1376 
95 576 1408 
95 576 1440 
95 576 1472 
95 576 1504 
95 576 1536 
95 576 1568 
95 576 1600 
95 576 1632 
95 576 1664 
95 576 1696 
95 576 1728 
95 576 1760 
95 576 1792 
96 160 1792 
96 160 1760 
96 160 1728 
96 160 1696 
96 160 1664 
96 160 1632 
96 160 1600 
96 160 1568 
96 160 1536 
96 160 1504 
96 160 1472 
96 160 1440 
96 160 1408 
96 160 1376 
96 160 1344 
96 160 1312 
96 160 1280 
96 160 1248 
96 160 1216 
96 160 1184 
96 160 1152 
96 160 1120 
96 160 1088 
96 160 1056 
96 160 1024 
96 160 992 
96 160 960 
96 160 928 
96 160 896 
96 160 864 
96 160 832 
96 160 800 
96 160 768 
96 160 736 
96 160 704 
96 160 672 
96 160 640 
96 160 608 
96 160 576 
96 160 544 
96 160 512 
96 160 480 
96 160 448 
99 128 448 
98 128 448 
98 96 448 
98 64 448 
98 32 448 
98 0 448 
97 0 0 
97 0 32 
97 0 64 
97 0 96 
97 0 128 
97 32 0 
97 32 32 
97 32 64 
97 32 96 
97 32 128 
97 64 0 
97 64 32 
97 64 64 
97 64 96 
97 64 128 
97 96 0 
97 96 32 
97 96 64 
97 96 96 
97 96 128 
97 128 0 
97 128 32 
97 128 64 
97 128 96 
97 128 128 
97 160 0 
97 160 32 
97 160 64 
97 160 96 
97 160 128 
97 192 0 
97 192 32 
97 192 64 
97 192 96 
97 192 128 
97 224 0 
97 224 32 
97 224 64 
97 224 96 
97 224 128 
97 256 0 
97 256 32 
97 256 64 
97 256 96 
97 256 128 
97 288 0 
97 288 32 
97 288 64 
97 288 96 
97 288 128 
97 320 0 
97 320 32 
97 320 64 
97 320 96 
97 320 128 
97 352 0 
97 352 32 
97 352 64 
97 352 96 
97 352 128 
97 384 0 
97 384 32 
97 384 64 
97 384 96 
97 384 128 
97 416 0 
97 416 32 
97 416 64 
97 416 96 
97 416 128 
97 448 0 
97 448 32 
97 448 64 
97 448 96 
97 448 128 
97 480 0 
97 480 32 
97 480 64 
97 480 96 
97 480 128 
97 512 0 
97 512 32 
97 512 64 
97 512 96 
97 512 128 
97 544 0 
97 544 32 
97 544 64 
97 544 96 
97 544 128 
97 576 0 
97 576 32 
97 576 64 
97 576 96 
97 576 128 
97 608 0 
97 608 32 
97 608 64 
97 608 96 
97 608 128 
97 640 0 
97 640 32 
97 640 64 
97 640 96 
97 640 128 
97 672 0 
97 672 32 
97 672 64 
97 672 96 
97 672 128 
97 704 0 
97 704 32 
97 704 64 
97 704 96 
97 704 128 
97 736 0 
97 736 32 
97 736 64 
97 736 96 
97 736 128 
97 768 0 
97 768 32 
97 768 64 
97 768 96 
97 768 128 
97 608 160 
97 608 192 
97 608 224 
97 608 256 
97 608 288 
97 608 320 
97 640 160 
97 640 192 
97 640 224 
97 640 256 
97 640 288 
97 640 320 
97 672 160 
97 672 192 
97 672 224 
97 672 256 
97 672 288 
97 672 320 
97 704 160 
97 704 192 
97 704 224 
97 704 256 
97 704 288 
97 704 320 
97 736 160 
97 736 192 
97 736 224 
97 736 256 
97 736 288 
97 736 320 
97 768 160 
97 768 192 
97 768 224 
97 768 256 
97 768 288 
97 768 320 
97 608 352 
97 608 384 
97 608 416 
97 608 448 
97 608 480 
97 608 512 
97 640 352 
97 640 384 
97 640 416 
97 640 448 
97 640 480 
97 640 512 
97 672 352 
97 672 384 
97 672 416 
97 672 448 
97 672 480 
97 672 512 
97 704 352 
97 704 384 
97 704 416 
97 704 448 
97 704 480 
97 704 512 
97 736 352 
97 736 384 
97 736 416 
97 736 448 
97 736 480 
97 736 512 
97 768 352 
97 768 384 
97 768 416 
97 768 448 
97 768 480 
97 768 512 
97 608 544 
97 608 576 
97 608 608 
97 608 640 
97 608 672 
97 608 704 
97 640 544 
97 640 576 
97 640 608 
97 640 640 
97 640 672 
97 640 704 
97 672 544 
97 672 576 
97 672 608 
97 672 640 
97 672 672 
97 672 704 
97 704 544 
97 704 576 
97 704 608 
97 704 640 
97 704 672 
97 704 704 
97 736 544 
97 736 576 
97 736 608 
97 736 640 
97 736 672 
97 736 704 
97 768 544 
97 768 576 
97 768 608 
97 768 640 
97 768 672 
97 768 704 
97 608 736 
97 608 768 
97 608 800 
97 608 832 
97 608 864 
97 608 896 
97 640 736 
97 640 768 
97 640 800 
97 640 832 
97 640 864 
97 640 896 
97 672 736 
97 672 768 
97 672 800 
97 672 832 
97 672 864 
97 672 896 
97 704 736 
97 704 768 
97 704 800 
97 704 832 
97 704 864 
97 704 896 
97 736 736 
97 736 768 
97 736 800 
97 736 832 
97 736 864 
97 736 896 
97 768 736 
97 768 768 
97 768 800 
97 768 832 
97 768 864 
97 768 896 
97 608 928 
97 608 960 
97 608 992 
97 608 1024 
97 608 1056 
97 608 1088 
97 640 928 
97 640 960 
97 640 992 
97 640 1024 
97 640 1056 
97 640 1088 
97 672 928 
97 672 960 
97 672 992 
97 672 1024 
97 672 1056 
97 672 1088 
97 704 928 
97 704 960 
97 704 992 
97 704 1024 
97 704 1056 
97 704 1088 
97 736 928 
97 736 960 
97 736 992 
97 736 1024 
97 736 1056 
97 736 1088 
97 768 928 
97 768 960 
97 768 992 
97 768 1024 
97 768 1056 
97 768 1088 
97 608 1120 
97 608 1152 
97 608 1184 
97 608 1216 
97 608 1248 
97 608 1280 
97 640 1120 
97 640 1152 
97 640 1184 
97 640 1216 
97 640 1248 
97 640 1280 
97 672 1120 
97 672 1152 
97 672 1184 
97 672 1216 
97 672 1248 
97 672 1280 
97 704 1120 
97 704 1152 
97 704 1184 
97 704 1216 
97 704 1248 
97 704 1280 
97 736 1120 
97 736 1152 
97 736 1184 
97 736 1216 
97 736 1248 
97 736 1280 
97 768 1120 
97 768 1152 
97 768 1184 
97 768 1216 
97 768 1248 
97 768 1280 
97 608 1312 
97 608 1344 
97 608 1376 
97 608 1408 
97 608 1440 
97 608 1472 
97 640 1312 
97 640 1344 
97 640 1376 
97 640 1408 
97 640 1440 
97 640 1472 
97 672 1312 
